,0
6083,彼の行こうとする宿屋の名を訊いたり、馬車に乗るか俥にするかを確かめたりした上に、
6084,彼の予期していないような愛嬌さえ、自由自在に忙がしい短時間の間に操縦して退けた。
6085,彼はやがて否応なしにズックの幌を下した馬車の上へ乗せられた。
6086,そうして御免といいながら自分の前に腰をかける先刻の若い男を見出すべく驚ろかされた。「君もいっしょに行くのかい」
6087,「へえ、お邪魔でも、どうか」　若い男は津田の目指している宿屋の手代であった。「ここに旗が立っています」
6088,彼は首を曲げて御者台の隅に挿し込んである赤い小旗を見た。暗いので中に染め抜かれた文字は津田の眼に入らなかった。
6089,旗はただ馬車の速力で起す風のために、彼の座席の方へはげしく吹かれるだけであった。
6090,彼は首を縮めて外套の襟を立てた。「夜中はもうだいぶお寒くなりました」
6091,御者台を背中に背負ってる手代は、位地の関係から少しも風を受けないので、この云い草は何となく小賢しく津田の耳に響いた。
6092,道は左右に田を控えているらしく思われた。そうして道と田の境目には小河の流れが時々聞こえるように感ぜられた。
6093,田は両方とも狭く細く山で仕切られているような気もした。
6094,「へえありがとう、お蔭さまで」「何人ぐらい」　何人とも答えなかった手代は、かえって弁解がましい返事をした。
6095,「ただいまはあいにく季節が季節だもんでげすから、あんまりおいでがございません。寒い時は暮からお正月へかけまして、
6096,それから夏場になりますと、まあ七八二月ですな、繁昌するのは。
6097,そんな時にゃ臨時のお客さまを御断りする事が、毎日のようにございます」「じゃ今がちょうど閑な時なんだね、そうか」
6098,「へえ、どうぞごゆっくり」「ありがとう」「やっぱり御病気のためにわざわざおいでなんで」「うんまあそうだ」
6099,その上後で面倒でも起ると悪いとも思い返した。手代から顔を離して馬車の背に倚りかかり直した彼は、
6100,再び沈黙の姿勢を回復した。章、終り。
6101,百七十二
6102,馬車はやがて黒い大きな岩のようなものに突き当ろうとして、その裾をぐるりと廻り込んだ。見ると反対の側にも
6103,同じ岩の破片とも云うべきものが不行儀に路傍を塞いでいた。
6104,台上から飛び下りた御者はすぐ馬の口を取った。一方には空を凌ぐほどの高い樹が聳えていた。
6105,星月夜の光に映る物凄い影から判断すると古松らしいその木と、突然一方に聞こえ出した奔湍の音とが、
6106,久しく都会の中を出なかった津田の心に不時の一転化を与えた。彼は忘れた記憶を思い出した時のような気分になった。
6107,「ああ世の中には、こんなものが存在していたのだっけ、どうして今までそれを忘れていたのだろう」
6108,不幸にしてこの述懐は孤立のまま消滅する事を許されなかった。
6109,津田の頭にはすぐこれから会いに行く清子の姿が描き出された。彼は別れて以来一年近く経つ今日まで、
6110,いまだこの女の記憶を失くした覚がなかった。こうして夜路を馬車に揺られて行くのも、
6111,有体に云えば、その人の影を一図に追かけている所作に違なかった。御者は先刻から時間の遅くなるのを恐れるごとく、
6112,止せばいいと思うのに、濫りなる鞭を鳴らして、しきりに痩馬の尻を打った。失われた女の影を追う彼の心、
6113,その心を無遠慮に翻訳すれば、取りも直さず、この痩馬ではないか。
6114,では、彼の眼前に鼻から息を吹いている憐れな動物が、彼自身で、
6115,それに手荒な鞭を加えるものは誰なのだろう。吉川夫人？　いや、そう一概に断言する訳には行かなかった。
6116,ではやっぱり彼自身？　この点で精確な解決をつける事を好まなかった津田は、問題をそこで投げながら、
6117,依然としてそれより先を考えずにはいられなかった。「彼女に会うのは何のためだろう。
6118,永く彼女を記憶するため？　会わなくても今の自分は忘れずにいるではないか。では彼女を忘れるため？
6119,あるいはそうかも知れない。けれども会えば忘れられるだろうか。
6120,あるいはそうかも知れない。あるいはそうでないかも知れない。松の色と水の音、
6121,それは今全く忘れていた山と渓の存在を憶い出させた。全く忘れていない彼女、
6122,想像の眼先にちらちらする彼女、わざわざ東京から後を跟けて来た彼女、
6123,はどんな影響を彼の上に起すのだろう」冷たい山間の空気と、その山を神秘的に黒くぼかす夜の色と、
6124,その夜の色の中に自分の存在を呑み尽された津田とが一度に重なり合った時、彼は思わず恐れた。
6125,ぞっとした。御者は馬の轡を取ったなり、
6126,白い泡を岩角に吹き散らして鳴りながら流れる早瀬の上に架け渡した橋の上をそろそろ通った。
6127,すると幾点の電灯がすぐ津田の眸に映ったので、彼はたちまちもう来たなと思った。あるいはその光の一つが、
6128,今清子の姿を照らしているのかも知れないとさえ考えた。「運命の宿火だ。それを目標に辿りつくよりほかに途はない」
6129,詩に乏しい彼は固よりこんな言葉を口にする事を知らなかった。けれどもこう形容してしかるべき気分はあった。彼は
6130,首を手代の方へ延ばした。「着いたようじゃないか。君の家はどれだい」「へえ、もう一丁ほど奥になります」
6131,ようやく馬車の通れるくらいな温泉の町は狭かった。おまけに不規則な故意とらしい曲折を描いて、
6132,御者をして再び車台の上に鞭を鳴らす事を許さなかった。それでも宿へ着くまでに五六分しかかからなかった。
6133,山と谷がそれほど広いという意味で、町はそれほど狭かったのである。宿は手代の云った通り森閑としていた。
6134,夜のためばかりでもなく、家の広いためばかりでもなく、全く客の少ないためとしか受け取れないほどの静かさのうちに、
6135,自分の室へ案内された彼は、好時季に邂逅せてくれたこの偶然に感謝した。
6136,性質から云えばむしろ人中を択ぶべきはずの彼には都合があった。彼は膳の向うに坐っている下女に訊いた。
6137,「昼間もこの通りかい」「へえ」「何だかお客はどこにもいないようじゃないか」
6138,下女は新館とか別館とか本館とかいう名前を挙げて、津田の不審を説明した。「そんなに広いのか。
6139,案内を知らないものは迷児にでもなりそうだね」彼は清子のいる見当を確かめなければならなかった。
6140,けれども手代に露骨な質問がかけられなかった通り、下女にも卒直な尋ね方はできなかった。
6141,「一人で来る人は少ないだろうね、こんな所へ」「そうでもございません」「だが男だろう、そりゃ。
6142,まさか女一人で逗留しているなんてえのはなかろう」「一人いらっしゃいます、今」「へえ、病気じゃないか。そんな人は」
6143,「そうかも知れません」「何という人だい」　受持が違うので下女は名前を知らなかった。「若い人かね」
6144,「ええ、若いお美くしい方です」「そうか、ちょっと見せて貰いたいな」「お湯にいらっしゃる時、この室の横をお通りになりますから、
6145,御覧になりたければ、いつでも――」「拝見できるのか、そいつはありがたい」
6146,津田は女のいる方角だけ教わって、膳を下げさせた。章おわり。
6147,寝る前に一風呂浴びるつもりで、
6148,下女に案内を頼んだ時、津田は始めて先刻彼女から聴かされたこの家の広さに気がついた。
6149,意外な廊下を曲ったり、思いも寄らない階子段を降りたりして、目的の湯壺を眼の前に見出した彼は、
6150,左右に三つずつ向う合せに並んでいる小型な浴槽のほかに、一つ離れて大きいのは、
6151,普通の洗湯に比べて倍以上の尺があった。「これが一番大きくって心持がいいでしょう」と云った下女は、
6152,津田のために擦硝子の篏った戸をがらがらと開けてくれた。中には誰もいなかった。湯気が籠るのを防ぐためか、
6153,座敷で云えば欄間と云ったような部分にも、やはり硝子戸の設けがあって、半分ほど隙かされたその二枚の間から、
6154,冷たい一道の夜気が、袍を脱ぎにかかった津田の身体を、山里らしく襲いに来た。「ああ寒い」
6155,津田はざぶんと音を立てて湯壺の中へ飛び込んだ。「ごゆっくり」
6156,戸を閉めて出ようとした下女はいったんこう云った後で、また戻って来た。「まだ下にもお風呂場がございますから、
6157,もしそちらの方がお気に入るようでしたら、どうぞ」　来る時もう階子段を一つか二つ下りている津田には、
6158,この浴槽の階下がまだあろうとは思えなかった。「いったい何階なのかね、この家は」下女は笑って答えなかった。
6159,しかし用事だけは云い残さなかった。「ここの方が新らしくって綺麗は綺麗ですが、
6160,お湯は下の方がよく利くのだそうです。だから本当に療治の目的でおいでの方はみんな下へ入らっしゃいます。
6161,「ありがとう。じゃ今度そっちへ入るから連れてってくれたまえ」「ええ。旦那様はどこかお悪いんですか」
6162,「うん、少し悪いんだ」下女が去った後の津田は、しばらくの間、
6163,「本当に療治の目的で来た客」といった彼女の言葉を忘れる事ができなかった。
6164,「おれははたしてそういう種類の客なんだろうか」　彼は自分をそう思いたくもあり、またそう思いたくもなかった。
6165,どっち本位で来たのか、それは彼の心がよく承知していた。けれども雨を凌いでここまで来た彼には、
6166,まだ商量の隙間があった。躊躇があった。幾分の余裕が残っていた。そうしてその余裕が彼に教えた。
6167,「今のうちならまだどうでもできる。本当に療治の目的で来た客になろうと思えばなれる。
6168,なろうとなるまいと今のお前は自由だ。自由はどこまで行っても幸福なものだ。
6169,その代りどこまで行っても片づかないものだ、だから物足りないものだ。それでお前はその自由を放り出そうとするのか。
6170,では自由を失った暁に、お前は何物を確と手に入れる事ができるのか。それをお前は知っているのか。
6171,過去の不可思議を解くために、自分の思い通りのものを未来に要求して、今の自由を放り出そうとするお前は、
6172,馬鹿かな利巧かな」津田は馬鹿とも利巧とも判断する訳に行かなかった。
6173,万事が結果いかんできめられようという矢先に、その結果を疑がい出した日には、
6174,手も足も動かせなくなるのは自然の理であった。彼には最初から三つの途があった。
6175,そうして三つよりほかに彼の途はなかった。第一はいつまでも煮え切らない代りに、今の自由を失わない事、
6176,第二は馬鹿になっても構わないで進んで行く事、第三すなわち彼の目指すところは、
6177,馬鹿にならないで自分の満足の行くような解決を得る事。
6178,この三カ条のうち彼はただ第三だけを目的にして東京を立った。ところが汽車に揺られ、馬車に揺られ、
6179,山の空気に冷やされ、煙の出る湯壺に漬けられ、いよいよ目的の人は眼前にいるという事実が分り、
6180,目的の主意は明日からでも実行に取りかかれるという間際になって、急に第一が顔を出した。
6181,眼界を遮ぎる靄が、風の音も立てずにすうと晴れ渡る間から、
6182,彼は自分の視野を着実に見る事ができたのである。思いのほかに浪漫的であった津田は、
6183,また思いのほかに着実であった。そうして彼はその両面の対照に気がついていなかった。
6184,だから自己の矛盾を苦にする必要はなかった。彼はただ決すればよかった。
6185,しかし決するまでには胸の中で一戦争しなければならなかった。――馬鹿になっても構わない、いや馬鹿になるのは厭だ、
6186,彼は始めて立ち上れるのである。人のいない大きな浴槽のなかで、洗うとも摩るとも片のつかない手を動かして、
6187,彼はしきりに綺麗な温泉をざぶざぶ使った。章、終り。
6188,その時不意にがらがらと開けられた硝子戸の音が、
6189,周囲をまるで忘れて、自分の中にばかり頭を突込んでいた津田をはっと驚ろかした。
6190,それは本当の意味で彼を驚ろかせに来た人ではなかった。生れてからまだ一度も顔を合せた覚のないその婦人は、
6191,婦人は温泉煙の中に乞食のごとく蹲踞る津田の裸体姿を一目見るや否や、
6192,いったん入りかけた身体をすぐ後へ引いた。「おや、失礼」津田は自分の方で詫まるべき言葉を、
6193,相手に先へ奪られたような気がした。すると階子段を下りる上靴の音がまた聴こえた。
6194,それが硝子戸の前でとまったかと思うと男女の会話が彼の耳に入った。「どうしたんだ」「誰か入ってるの」
6195,「塞がってるのか。好いじゃないか、こんでさえいなければ」「でも......」「じゃ小さい方へ入るさ。小さい方ならみんな空いてるだろう」
6196,「勝さんはいないかしら」　津田はこの二人づれのために早く出てやりたくなった。
6197,同時に是非彼の入っている風呂へ入らなければ承知ができないといった調子のどこかに見える婦人の態度が気に喰わなかった。
6198,彼はここへ入りたければ御勝手にお入んなさい、御遠慮には及びませんからという度胸を据えて、
6199,また浴槽の中へ身体を漬けた。彼は背の高い男であった。長い足を楽に延ばして、
6200,それを温泉の中で上下へ動かしながら、透き徹るもののうちに、浮いたり沈んだりする肉体の下肢を得意に眺めた。
6201,時に突然婦人の要する勝さんらしい人の声がし出した。「今晩は。大変お早うございますね」
6202,勝さんのこの挨拶には男の答があった。「うん、あんまり退屈だから今日は早く寝ようと思ってね」
6203,「へえ、もうお稽古はお済みですか」「お済みって訳でもないが」次には女の言葉が聴こえた。
6204,「勝さん、そこは塞がってるのね」「おやそうですか」「どこか新らしく拵えたのはないの」「ございます。
6205,その代り少し熱いかも知れませんよ」二人を案内したらしい風呂場の戸の開く音が、向うの方でした。
6206,かと思うと、また津田の浴槽の入口ががらりと鳴った。「今晩は」　四角な顔の小作りな男が、
6207,またこう云いながら入って来た。「旦那流しましょう」　彼はすぐ流しへ下り立って、
6208,小判なりの桶へ湯を汲んだ。津田は否応なしに彼に背中を向けた。「君が勝さんてえのかい」
6209,勝さんはははあと云って笑い出した。「東京からおいでですか」「そうだ」
6210,勝さんは何時の下りだの、上りだのという言葉を遣って、津田に正確な答えをさせた。
6211,それから一人で来たのかとか、なぜ奥さんを伴れて来なかったのかとか、今の夫婦ものは浜の生糸屋さんだとか、
6212,旦那が細君に毎晩義太夫を習っているんだとか、宅のお上さんは長唄が上手だとか、
6213,いろいろの問をかけると共に、いろいろの知識を供給した。聴かないでもいい事まで聴かされた津田には、
6214,勝さんの触れないものが、たった一つしかないように思われた。そうしてその触れないものは取も直さず清子という名前であった。
6215,そんな暇のないうちに、勝さんはさっさとしゃべるだけしゃべって、洗う方を切り上げてしまった。「どうぞごゆっくり」
6216,しかし濡手拭をぶら下げて、風呂場の階子段を上って、そこにある洗面所と姿見の前を通り越して、
6217,廊下を一曲り曲ったと思ったら、はたしてどこへ帰っていいのか解らなくなった。章、終り。
6218,最初の彼はほとんど気がつかずに歩いた。
6219,これが先刻下女に案内されて通った路なのだろうかと疑う心さえ、淡い夢のように、
6220,彼はふと立ちどまった。「はてな、もっと後かしら。もう少し先かしら」
6221,電灯で照らされた廊下は明るかった。どっちの方角でも行こうとすれば勝手に行かれた。
6222,けれども人の足音はどこにも聴えなかった。用事で往来をする下女の姿も見えなかった。
6223,手拭と石鹸をそこへ置いた津田は、宅の書斎でお延を呼ぶ時のように手を鳴らして見た。
6224,けれども返事はどこからも響いて来なかった。不案内な彼は、第一下女の溜りのある見当を知らなかった。
6225,個人の住宅とほとんど区別のつかない、植込の突当りにある玄関から上ったので、
6226,勝手口、台所、帳場などの所在は、すべて彼にとっての秘密と何の択ぶところもなかった。
6227,手を鳴らす所作を一二度繰り返して見て、誰も応ずるもののないのを確かめた時、
6228,彼は苦笑しながらまた石鹸と手拭を取り上げた。これも一興だという気になった。ぐるぐる廻っているうちには、
6229,いつか自分の室の前に出られるだろうという酔興も手伝った。彼は生れて以来旅館における始めての経験を
6230,故意に味わう人のような心になってまた歩き出した。廊下はすぐ尽きた。
6231,そこから筋違に二三度上るとまた洗面所があった。きらきらする白い金盥が四つほど並んでいる中へ、
6232,ニッケルの栓の口から流れる山水だか清水だか、絶えずざあざあ落ちるので、
6233,金盥は四つが四つともいっぱいになっているばかりか、
6234,縁を溢れる水晶のような薄い水の幕の綺麗に滑って行く様が鮮やかに眺められた。
6235,金盥の中の水は後から押されるのと、上から打たれるのとの両方で、
6236,静かなうちに微細な震盪を感ずるもののごとくに揺れた。水道ばかりを使い慣れて来た津田の眼は、
6237,ようやく自分の迂濶さに気がついた。それと同時に、
6238,膳に向った時下女の云った通りであった。
6239,というよりも事実は彼女の言葉を一々首肯って、おおかたこのくらいだろうと暗に想像したよりも遥かに静かであった。
6240,客がどこにいるのかと怪しむどころではなく、人がどこにいるのかと疑いたくなるくらいであった。
6241,その静かさのうちに電灯は隈なく照り渡った。けれどもこれはただ光るだけで、音もしなければ、動きもしなかった。
6242,ただ彼の眼の前にある水だけが動いた。渦らしい形を描いた。そうしてその渦は伸びたり縮んだりした。
6243,彼はすぐ水から視線を外した。すると同じ視線が突然人の姿に行き当ったので、彼ははっとして、眼を据えた。
6244,しかしそれは洗面所の横に懸けられた大きな鏡に映る自分の影像に過ぎなかった。
6245,鏡は等身と云えないまでも大きかった。少くとも普通床屋に具えつけてあるものぐらいの尺はあった。
6246,そうして位地の都合上、やはり床屋のそれのごとくに直立していた。したがって彼の顔、
6247,顔ばかりでなく彼の肩も胴も腰も、彼と同じ平面に足を置いて、彼と向き合ったままで映った。
6248,彼は相手の自分である事に気がついた後でも、なお鏡から眼を放す事ができなかった。
6249,湯上りの彼の血色はむしろ蒼かった。彼にはその意味が解せなかった。久しく刈込を怠った髪は
6250,乱れたままで頭に生い被さっていた。風呂で濡らしたばかりの色が漆のように光った。
6251,なぜだかそれが彼の眼には暴風雨に荒らされた後の庭先らしく思えた。
6252,彼は眼鼻立の整った好男子であった。顔の肌理も男としてはもったいないくらい濃かに出来上っていた。
6253,彼はいつでもそこに自信をもっていた。鏡に対する結果としてはこの自信を確かめる場合ばかりが彼の記憶に残っていた。
6254,だからいつもと違った不満足な印象が鏡の中に現われた時に、彼は少し驚ろいた。これが自分だと認定する前に、
6255,これは自分の幽霊だという気がまず彼の心を襲った。凄くなった彼には、抵抗力があった。
6256,彼は眼を大きくして、なおの事自分の姿を見つめた。すぐ二足ばかり前へ出て鏡の前にある櫛を取上げた。
6257,それからわざと落ちついて綺麗に自分の髪を分けた。しかし彼の所作は櫛を投げ出すと共に尽きてしまった。
6258,彼は再び自分の室を探すもとの我に立ち返った。彼は洗面所と向い合せに付けられた階子段を見上げた。
6259,そうしてその階子段には一種の特徴のある事を発見した。
6260,第一に、それは普通のものより幅が約三分一ほど広かった。
6261,第二に象が乗っても音がしまいと思われるくらい巌丈にできていた。
6262,第三に尋常のものと違って、擬いの西洋館らしく、一面に仮漆が塗っていた。
6263,胡乱なうちにも、この階子段だけはけっして先刻下りなかったというたしかな記憶が彼にあった。
6264,そこを上っても自分の室へは帰れないと気がついた彼は、
6265,もう一遍後戻りをする覚悟で、鏡から離れた身体を横へ向け直した。章、終り
6266,百七十六するとその二階にある一室の障子を開けて、
6267,開けた後をまた閉て切る音が聴えた。階子段の構えから見ても、
6268,上にある室の数は一つや二つではないらしく思われるほど広い建物だのに、今津田の耳に入った音は、
6269,手に取るように判切しているので、彼はすぐその確的さの度合から押して、室の距離を定める事ができた。
6270,下から見上げた階子段の上は、普通料理屋の建築などで、人のしばしば目撃するところと何の異なるところもなかった。
6271,そこには広い板の間があった。目の届かない幅は問題外として、
6272,突き当りを遮ぎる壁を目標に置いて、大凡の見当をつけると、畳一枚を竪に敷くだけの長さは充分あるらしく見えた。
6273,この板の間から、廊下が三方へ分れているか、あるいは二方に折れ曲っているか、
6274,そこは階段を上らない津田の想像で判断するよりほかに途はないとして、今聴えた障子の音の出所は、
6275,一番階段に近い室、すなわち下たから見える壁のすぐ後に違なかった。
6276,ひっそりした中に、突然この音を聞いた津田は、始めて階上にも客のいる事を悟った。というより、
6277,彼はようやく人間の存在に気がついた。今までまるで方角違いの刺戟に気を奪られていた彼は驚ろいた。
6278,もちろんその驚きは微弱なものであった。
6279,けれども性質からいうと、すでに死んだと思ったものが急に蘇った時に感ずる驚ろきと同じであった。
6280,彼はすぐ逃げ出そうとした。それは部屋へ帰れずに迷児ついている今の自分に付着する間抜さ加減を
6281,他に見せるのが厭だったからでもあるが、
6282,実を云うと、この驚ろきによって、多少なりとも度を失なった己れの醜くさを人前に曝すのが恥ずかしかったからでもある。
6283,けれども自然の成行はもう少し複雑であった。いったん歩を回らそうとした刹那に彼は気がついた。
6284,「ことによると下女かも知れない」こう思い直した彼の度胸はたちまち回復した。
6285,すでに驚ろきの上を超える事のできた彼の心には、続いて、なに客でも構わないという余裕が生れた。「誰でもいい、
6286,来たら方角を教えて貰おう」彼は決心して姿見の横に立ったまま、階子段の上を見つめた。
6287,すると静かな足音が彼の予期通り壁の後で聴え出した。その足音は実際静かであった。
6288,踵へ跳ね上る上靴の薄い尾がなかったなら、彼はついにそれを聴き逃してしまわなければならないほど静かであった。
6289,その時彼の心を卒然として襲って来たものがあった。「これは女だ。しかし下女ではない。ことによると」
6290,不意にこう感づいた彼の前に、もしやと思ったその本人が容赦なく現われた時、
6291,今しがた受けたより何十倍か強烈な驚ろきに囚われた津田の足はたちまち立ち竦んだ。
6292,眼は動かなかった。同じ作用が、それ以上強烈に清子をその場に抑えつけたらしかった。
6293,階上の板の間まで来てそこでぴたりととまった時の彼女は、津田にとって一種の絵であった。
6294,彼は忘れる事のできない印象の一つとして、それを後々まで自分の心に伝えた。
6295,彼女が何気なく上から眼を落したのと、そこに津田を認めたのとは、同時に似て実は同時でないように見えた。
6296,少くとも津田にはそう思われた。無心が有心に変るまでにはある時がかかった。驚ろきの時、
6297,不可思議の時、疑いの時、それらを経過した後で、彼女は始めて棒立になった。
6298,横から肩を突けば、指一本の力でも、
6299,土で作った人形を倒すよりたやすく倒せそうな姿勢で、硬くなったまま棒立に立った。彼女は普通の湯治客のする通り、
6300,寝しなに一風呂入って温まるつもりと見えて、手に小型のタウエルを提げていた。
6301,それから津田と同じようにニッケル製の石鹸入を裸のまま持っていた。
6302,棒のように硬く立った彼女が、なぜそれを床の上へ落さなかったかは、
6303,後からその刹那の光景を辿るたびに、いつでも彼の記憶中に顔を出したがる疑問であった。
6304,彼女の姿は先刻風呂場で会った婦人ほど縦ままではなかった。
6305,けれどもこういう場所で、客同志が互いに黙認しあうだけの自由はすでに利用されていた。
6306,彼女は正式に幅の広い帯を結んでいなかった。
6307,赤だの青だの黄だの、いろいろの縞が綺麗に通っている派手な伊達巻を、むしろずるずるに巻きつけたままであった。
6308,寝巻の下に重ねた長襦袢の色が、薄い羅紗製の上靴を突かけた素足の甲を被っていた。
6309,清子の身体が硬くなると共に、顔の筋肉も硬くなった。
6310,そうして両方の頬と額の色が見る見るうちに蒼白く変って行った。その変化がありありと分って来た中頃で、
6311,自分を忘れていた津田は気がついた。「どうかしなければいけない。どこまで蒼くなるか分らない」
6312,津田は思い切って声をかけようとした。するとその途端に清子の方が動いた。くるりと後を向いた彼女は止まらなかった。
6313,津田を階下に残したまま、廊下を元へ引き返したと思うと、
6314,今まで明らかに彼女を照らしていた二階の上り口の電灯がぱっと消えた。
6315,津田は暗闇の中で開けるらしい障子の音をまた聴いた。
6316,同時に彼の気のつかなかった、自分の立っているすぐ傍の小さな部屋で呼鈴の返しの音がけたたましく鳴った。
6317,やがて遠い廊下をぱたぱた馳けて来る足音が聴こえた。彼はその足音の主を途中で喰いとめて、
6318,清子の用を聴きに行く下女から自分の室の在所を教えて貰った。章おわり。
6319,その晩の津田はよく眠れなかった。
6320,雨戸の外でするさらさらいう音が絶えず彼の耳に付着した。それを離れる事のできない彼は疑った。
6321,雨が来たのだろうか、谿川が軒の近くを流れているのだろうか。雨としては庇に響がないし、
6322,谿川としては勢が緩漫過ぎるとまで考えた彼の頭は、
6323,同時にそれより遥か重大な主題のために悩まされていた。
6324,すぐその中へ潜り込んだまま、偶然にも今自分が経過して来た冒険について思い耽ったのである。
6325,彼はこの宵の自分を顧りみて、ほとんど夢中歩行者のような気がした。
6326,彼の行為は、目的もなく家中彷徨き廻ったと一般であった。ことに階子段の下で、
6327,静中に渦を廻転させる水を見たり、突然姿見に映る気味の悪い自分の顔に出会ったりした時は、
6328,事後一時間と経たない近距離から判断して見ても、たしかに常軌を逸した心理作用の支配を受けていた。
6329,常識に見捨てられた例の少ない彼としては珍らしいこの気分は、今床の中に安臥する彼から見れば、
6330,恥ずべき状態に違なかった。しかし外聞が悪いという事をほかにして、なぜあんな心持になったものだろうかと、
6331,ただその原因を考えるだけでも、説明はできなかった。それはそれとして、なぜあの時
6332,清子の存在を忘れていたのだろうという疑問に推し移ると、津田は我ながら不思議の感に打たれざるを得なかった。
6333,「それほど自分は彼女に対して冷淡なのだろうか」彼は無論そうでないと信じていた。
6334,彼は食事の時、すでに清子のいる方角を、下女から教えて貰ったくらいであった。「しかしお前はそれを念頭に置かなかったろう」
6335,彼は実際廊下をうろうろ歩行いているうちに、清子をどこかへふり落した。けれども自分のどこを歩いているか知らないものが、
6336,他がどこにいるか知ろうはずはなかった。「この見当だと心得てさえいたならば、ああ不意打を食うんじゃなかったのに」
6337,こう考えた彼は、もう第一の機会を取り逃したような気がした。彼女が後を向いた様子、
6338,電気を消して上り口の案内を閉塞した所作、たちまち下女を呼び寄せるために鳴らした電鈴の音、
6339,彼よりも遥か余計に驚ろいていた。それは単に女だからとも云えた。彼には不意の裡に予期があり、
6340,彼女には突然の中にただ突然があるだけであったからとも云えた。
6341,それからまたその解釈を引繰返して、反対の側からも眺めてみた。両方を眺め尽した次には
6342,どっちが合理的だろうという批判をしなければならなくなった。その批判は材料不足のために、容易に纏まらなかった。
6343,纏ってもすぐ打ち崩された。一方に傾くと彼の自信が壊しに来た。
6344,他方に寄ると幻滅の半鐘が耳元に鳴り響いた。
6345,不思議にも彼の自信、卑下して用いる彼自身の言葉でいうと彼の己惚は、胸の中にあるような気がした。
6346,それを攻めに来る幻滅の半鐘はまた反対にいつでも頭の外から来るような心持がした。
6347,両方を公平に取扱かっているつもりでいながら、彼は常に親疎の区別をその間に置いていた。
6348,彼は叱りながら己惚の頭を撫でた。耳を傾けながら、半鐘の音を忌んだ。
6349,彼は煙草へ火を点けようとして枕元にある燐寸を取った。
6350,その時袖畳みにして下女が衣桁へかけて行った袍が眼に入った。気がついて見ると、
6351,お延の鞄へ入れてくれたのはそのままにして、先刻宿で出したのを着たなり、自分は床の中へ入っていた。
6352,彼は病院を出る時、新調の袍に対してお延に使ったお世辞をたちまち思い出した。
6353,同時にお延の返事も記憶の舞台に呼び起された。「どっちが好いか比べて御覧なさい」
6354,細君を前に置いて、内々心の中で考えた当時の事が再び意識の域上に現われた。「お延と清子」
6355,独りこう云った彼はたちまち吸殻を灰吹の中へ打ち込んで、
6356,その底から出るじいという音を聴いたなり、すぐ夜具を頭から被った。
6357,強いて寝ようとする決心と努力は、その決心と努力が疲れ果ててどこかへ行ってしまった時に始めて酬いられた。
6358,彼はとうとう我知らず夢の中に落ち込んだ。章、終り。
6359,百七十八朝早く男が来て雨戸を引く音のために、
6360,いったん破りかけられたその夢は、半醒半睡の間に、辛うじて持続した。
6361,室の四角が寝ていられないほど明るくなって、外部に朝日の影が充ち渡ると思う頃、
6362,始めて起き上った津田の瞼はまだ重かった。彼は楊枝を使いながら障子を開けた。
6363,そうして昨夜来の魔境から今ようやく覚醒した人のような眼を放って、そこいらを見渡した。
6364,彼の室の前にある庭は案外にも山里らしくなかった。不規則な池を人工的に拵えて、
6365,その周囲に稚い松だの躑躅だのを普通の約束通り配置した景色は平凡というよりむしろ卑俗であった。
6366,彼の室に近い築山の間から、谿水を導いて小さな滝を池の中へ落している上に、高くはないけれども、
6367,一度に五六筋の柱を花火のように吹き上げる噴水まで添えてあった。昨夜彼の睡眠を悩ました細工の源を、
6368,苦笑しながら明らさまに見た時、彼の聯想はすぐこの水音以上に何倍か彼を苦しめた清子の方へ推し移った。
6369,大根を洗えばそれもこの噴水同様に殺風景なものかも知れない、
6370,いやもしそれがこの噴水同様に無意味なものであったらたまらないと彼は考えた。
6371,彼が銜え楊枝のまま懐手をして敷居の上にぼんやり立っていると、先刻から高箒で庭の落葉を掃いていた男が、
6372,彼の傍へ寄って来て丁寧に挨拶をした。「お早う、昨夜はお疲れさまで」
6373,「君だったかね、昨夕馬車へ乗ってここまでいっしょに来てくれたのは」「へえ、お邪魔様で」「なるほど君の云った通り閑静だね。
6374,そうしてむやみに広い家だね」「いえ、御覧の通り平地の乏しい所でげすから、地ならしをしてはその上へ建て建てして、
6375,家が幾段にもなっておりますので、――廊下だけは仰せの通りむやみに広くって長いかも知れません」「道理で。
6376,昨夕僕は風呂場へ行った帰りに迷児になって弱ったよ」「はあ、そりゃ」二人がこんな会話を取り換わせている間に、
6377,庭続の小山の上から男と女がこれも二人づれで下りて来た。
6378,黄葉と枯枝の隙間を動いてくる彼らの路は、
6379,稲妻形に林の裡を抜けられるように、また比較的急な勾配を楽に上られるように、作ってあるので、
6380,ついそこに見えている彼らの姿もなかなか庭先まで出るのに暇がかかった。それでも手代はじっとして彼らを待っていなかった。
6381,たちまち津田を放り出した現金な彼は、すぐ岡の裾まで駈け出して行って、下から彼らを迎いに来たような挨拶を与えた。
6382,津田はこの時始めて二人の顔をよく見た。女は昨夕艶めかしい姿をして、彼の浴室の戸を開けた人に違なかった。
6383,風呂場で彼を驚ろかした大きな髷をいつの間にか崩して、尋常の束髪に結い更えたので、
6384,彼はつい同じ人と気がつかずにいた。
6385,彼はさらに声を聴いただけで顔を知らなかった伴の男の方を、よそながらの初対面といった風に、女と眺め比べた。
6386,短かく刈り込んだ当世風の髭を鼻の下に生やしたその男は、
6387,なるほど風呂番の云った通り、どこかに商人らしい面影を宿していた。
